Aktivitet,Aktivitetnavn,Tollerance,MaxAfvigelse,Hovedaktivitet på,Følgeudgift på ,Kle nr.,SBSYS id,Hovedaktivitet,Hovedaktivitetsnavn,Kont1,Konto2,Konto3,Kontering,PGF betegnelse,Helle,Kolonne1,Leif
015155,Overvåget samvær,,,,SEL-52-3.7,,,015031,Soc.pæd. opholdssteder,,528201003,010079,528201003-010079,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015155,Overvåget samvær,,,,SEL-58-jf 52-3.7,,,015031,Soc.pæd. opholdssteder,,528201003,010079,528201003-010079,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015125,Ferieaktiviteter,10%,5000,,SEL-52-3.7,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,010083,528231001-010083,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015125,Ferieaktiviteter,10%,5000,,SEL-58-jf 52-3.7,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,010083,528231001-010083,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-3.1,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,010083,528231001-010083,SEL-76-3.1 Døgnophold 18-22 årige,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-3.3,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,010083,528231001-010083,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-8,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,010083,528231001-010083,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015125,Ferieaktiviteter,10%,5000,,SEL-52-3.7,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,010083,528231002-010083,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015125,Ferieaktiviteter,10%,5000,,SEL-58-jf 52-3.7,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,010083,528231002-010083,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015176,Tolk,10%,5000,,SEL-76-8,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,645511002,030004,645511002-030004,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-3.1,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,010083,528231002-010083,SEL-76-3.1 Døgnophold 18-22 årige,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-3.3,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,010083,528231002-010083,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-8,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,010083,528231002-010083,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015125,Ferieaktiviteter,10%,5000,,SEL-52-3.7,,,015010,Eget værelse,,528201005,010083,528201005-010083,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015125,Ferieaktiviteter,10%,5000,,SEL-58-jf 52-3.7,,,015010,Eget værelse,,528201005,010083,528201005-010083,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015176,Tolk,,,,SEL-52-3.4,,,015009,Døgnophold for familien,,645511002,030004,645511002-030004,SEL-52-3.4 Døgnophold for hele familien,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-3.1,,,015010,Eget værelse,,528201005,010083,528201005-010083,SEL-76-3.1 Døgnophold 18-22 årige,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-3.3,,,015010,Eget værelse,,528201005,010083,528201005-010083,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-8,,,015010,Eget værelse,,528201005,010083,528201005-010083,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015125,Ferieaktiviteter,10%,5000,,SEL-52-3.7,,,015015,"Kommunale plejefamilier, vederlag",,528221003,010083,528221003-010083,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015125,Ferieaktiviteter,10%,5000,,SEL-58-jf 52-3.7,,,015015,"Kommunale plejefamilier, vederlag",,528221003,010083,528221003-010083,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-3.1,,,015015,"Kommunale plejefamilier, vederlag",,528221003,010083,528221003-010083,SEL-76-3.1 Døgnophold 18-22 årige,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-3.3,,,015015,"Kommunale plejefamilier, vederlag",,528221003,010083,528221003-010083,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-8,,,015015,"Kommunale plejefamilier, vederlag",,528221003,010083,528221003-010083,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-a,,,015015,"Kommunale plejefamilier, vederlag",,528221003,010083,528221003-010083,SEL-76-a Opretholdelse af anbringelse i plejefamilie ud over det 18. år for unge,,,
015125,Ferieaktiviteter,10%,5000,,SEL-52-3.7,,,015019,Kost- og efterskoler,,528201004,010083,528201004-010083,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015125,Ferieaktiviteter,10%,5000,,SEL-52-a.1.1,,,015019,Kost- og efterskoler,,528211011,010083,528211011-010083,SEL-52-a.1.1 Økonomisk støtte i forbindelse med §52 s,,,
015125,Ferieaktiviteter,10%,5000,,SEL-52-a.1.2,,,015019,Kost- og efterskoler,,528211011,010083,528211011-010083,SEL-52-a.1.2 Udgifter til at undgå anbringelse og fremskynde hjemgivelse,,,
015125,Ferieaktiviteter,10%,5000,,SEL-58-jf 52-3.7,,,015019,Kost- og efterskoler,,528201004,010083,528201004-010083,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015176,Tolk,10%,5000,,SEL-52-3.7,,,015010,Eget værelse,,645511002,030004,645511002-030004,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-3.1,,,015019,Kost- og efterskoler,,528201004,010083,528201004-010083,SEL-76-3.1 Døgnophold 18-22 årige,,,
015101,Advokatbistand,10%,5000,,SEL-58-jf 52-3.7,,,015010,Eget værelse,,528201007,010037,528201007-010037,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-3.3,,,015019,Kost- og efterskoler,,528201004,010083,528201004-010083,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-8,,,015019,Kost- og efterskoler,,528201004,010083,528201004-010083,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015125,Ferieaktiviteter,10%,5000,,SEL-52-3.7,,,015023,Netværksplejefamilier,,528221005,010083,528221005-010083,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015125,Ferieaktiviteter,10%,5000,,SEL-58-jf 52-3.7,,,015023,Netværksplejefamilier,,528221005,010083,528221005-010083,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-3.1,,,015023,Netværksplejefamilier,,528221005,010083,528221005-010083,SEL-76-3.1 Døgnophold 18-22 årige,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-3.3,,,015023,Netværksplejefamilier,,528221005,010083,528221005-010083,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-8,,,015023,Netværksplejefamilier,,528221005,010083,528221005-010083,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015125,Ferieaktiviteter,10%,5000,,SEL-52-3.7,,,015025,"Plejefamilier, vederlag",,528221001,010083,528221001-010083,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015125,Ferieaktiviteter,10%,5000,,SEL-58-jf 52-3.7,,,015025,"Plejefamilier, vederlag",,528221001,010083,528221001-010083,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-3.1,,,015025,"Plejefamilier, vederlag",,528221001,010083,528221001-010083,SEL-76-3.1 Døgnophold 18-22 årige,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-3.3,,,015025,"Plejefamilier, vederlag",,528221001,010083,528221001-010083,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015176,Tolk,10%,5000,,SEL-58-jf 52-3.7,,,015010,Eget værelse,,645511002,030004,645511002-030004,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-8,,,015025,"Plejefamilier, vederlag",,528221001,010083,528221001-010083,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-a,,,015025,"Plejefamilier, vederlag",,528221001,010083,528221001-010083,SEL-76-a Opretholdelse af anbringelse i plejefamilie ud over det 18. år for unge,,,
015125,Ferieaktiviteter,10%,5000,,SEL-52-3.7,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,010083,528241999-010083,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015125,Ferieaktiviteter,10%,5000,,SEL-58-jf 52-3.7,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,010083,528241999-010083,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-3.1,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,010083,528241999-010083,SEL-76-3.1 Døgnophold 18-22 årige,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-3.3,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,010083,528241999-010083,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-8,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,010083,528241999-010083,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015125,Ferieaktiviteter,10%,5000,,SEL-52-3.7,,,015031,Soc.pæd. opholdssteder,,528201003,010083,528201003-010083,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015125,Ferieaktiviteter,10%,5000,,SEL-58-jf 52-3.7,,,015031,Soc.pæd. opholdssteder,,528201003,010083,528201003-010083,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-3.1,,,015031,Soc.pæd. opholdssteder,,528201003,010083,528201003-010083,SEL-76-3.1 Døgnophold 18-22 årige,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-3.3,,,015101,Advokatbistand,,528201003,010083,528201003-010083,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015176,Tolk,10%,5000,,SEL-76-3.1,,,015010,Eget værelse,,645511002,030004,645511002-030004,SEL-76-3.1 Døgnophold 18-22 årige,,,
015125,Ferieaktiviteter,10%,5000,,SEL-76-8,,,015031,Soc.pæd. opholdssteder,,528201003,010083,528201003-010083,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015125,Ferieaktiviteter,,,,SEL-36,,,015033,Særlige klubtilbud,,528251999,010083,528251999-010083,SEL-36 Særlige klubtilbud,,,
015176,Tolk,10%,5000,,SEL-76-3.3,,,015010,Eget værelse,,645511002,030004,645511002-030004,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015030,"Sikrede institutioner, opholdsbetaling",10%,5000,SEL-58-jf 52-3.7,,27.27.48,870,,,,,010091,-010091,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015176,Tolk,10%,5000,,SEL-76-8,,,015010,Eget værelse,,645511002,030004,645511002-030004,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015120,Egenbetaling,10%,5000,,SEL-11-3.1,,,015016,"Konsulentbistand efter § 11,3,1",,528211017,010097,528211017-010097,"SEL-11-3.1 Konsulentbistand, herunder familieretted",,,
015121,"Egenbetaling, beboere",10%,5000,,SEL-109,,,015020,Kvindekrisecentre,,538421002,010097,538421002-010097,"SEL-109 Botilbud, kriseramte kvinder",,,
015176,Tolk,,,,SEL-52-3.3,,,015011,Familiebehandling,,645511002,030004,645511002-030004,SEL-52-3.3 Familiebehandling eller lignende,,,
015176,Tolk,,,,SEL-50,,,015012,Forældrekompetenceundersøgelse,,645511002,030004,645511002-030004,SEL-50 Børnefaglig undersøgelse - frivillig eller ude samtykke,,,
015176,Tolk,,,,SEL-51,,,015012,Forældrekompetenceundersøgelse,,645511002,030004,645511002-030004,"SEL-51 Undersøgelse uden samtykke på institution, sygehus mv.",,,
015176,Tolk,,,,SEL-86,,,015013,Genoptræning (vedligeholdelsestræning),,645511002,030004,645511002-030004,SEL-86 Genoptræning (vedligeholdelsestræning),,,
015180,Øvrige udgifter jf §41,,,,SEL-41,,,015022,"Merudgiftsydelse, jfr. SEL § 41",,557721009,'015022,557721009-'015022,SEL-41 Merudgifter til børn,,,
015174,Tabt arbejdsfortjeneste,,,,SEL-52-3.7,,,015023,Netværksplejefamilier,,528221005,010102,528221005-010102,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015176,Tolk,,,,SEL-32-a,,,015014,Hjemmetræning,,645511002,030004,645511002-030004,SEL-32-a Hjemmetræning,,,
015174,Tabt arbejdsfortjeneste,,,,SEL-58-jf 52-3.7,,,015023,Netværksplejefamilier,,528221005,010102,528221005-010102,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015174,Tabt arbejdsfortjeneste,,,,SEL-76-8,,,015023,Netværksplejefamilier,,528221005,010102,528221005-010102,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015143,Køb af træningsredskaber til hjemmetræning,10%,5000,,SEL-32-a,,,015014,Hjemmetræning,,557721016,010103,557721016-010103,SEL-32-a Hjemmetræning,,,
015176,Tolk,,,,SEL-44-jfr. §84,,,015015,"Kommunale plejefamilier, vederlag",,528211005,030004,528211005-030004,"SEL-44-jfr. §84 Aflastning, børn og unge jf. SEL §84.1",,,
015171,Supervision,,,,SEL-32-a,,,015014,Hjemmetræning,,557721016,010111,557721016-010111,SEL-32-a Hjemmetræning,,,
015171,Supervision,,,,SEL-52-3.4,,,015015,"Kommunale plejefamilier, vederlag",,528211004,010111,528211004-010111,SEL-52-3.4 Døgnophold for hele familien,,,
015171,Supervision,10%,5000,,SEL-52-3.5,,,015015,"Kommunale plejefamilier, vederlag",,528211005,010111,528211005-010111,SEL-52-3.5 Aflastningsordning,,,
015171,Supervision,10%,5000,,SEL-52-3.5,,,015023,Netværksplejefamilier,,528211005,010111,528211005-010111,SEL-52-3.5 Aflastningsordning,,,
015171,Supervision,10%,5000,,SEL-52-3.4,,,015025,"Plejefamilier, vederlag",,528211004,010111,528211004-010111,SEL-52-3.4 Døgnophold for hele familien,,,
015171,Supervision,10%,5000,,SEL-52-3.5,,,015025,"Plejefamilier, vederlag",,528211004,010111,528211004-010111,SEL-52-3.5 Aflastningsordning,,,
015176,Tolk,,,,SEL-52-3.5,,,015015,"Kommunale plejefamilier, vederlag",,645511002,030004,645511002-030004,SEL-52-3.5 Aflastningsordning,,,
015141,Kursus,,,,SEL-32-a,,,015014,Hjemmetræning,,557721016,010138,557721016-010138,SEL-32-a Hjemmetræning,,,
015112,Beklædning,,,,SEL-41,,,015022,"Merudgiftsydelse, jfr. SEL § 41",,557721009,010145,557721009-010145,SEL-41 Merudgifter til børn,,,
015112,Beklædning,10%,5000,,SEL-52-3.8,,,015026,Praktikophold,,528211009,010145,528211009-010145,SEL-52-3.8 Praktiktilbud samt udbetaling af godtgørelse,,,
015107,Andre indsatser vedr. Aflastning,,,,SEL-52-3.7,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,Andre5235,528231001-Andre5235,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015107,Andre indsatser vedr. Aflastning,,,,SEL-58-jf 52-3.7,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,Andre5235,528231001-Andre5235,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015107,Andre indsatser vedr. Aflastning,,,,SEL-76-3.1,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,Andre5235,528231001-Andre5235,SEL-76-3.1 Døgnophold 18-22 årige,,,
015107,Andre indsatser vedr. Aflastning,,,,SEL-76-3.3,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,Andre5235,528231001-Andre5235,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015107,Andre indsatser vedr. Aflastning,,,,SEL-76-8,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,Andre5235,528231001-Andre5235,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-52-3.7,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,Andre5235,528231002-Andre5235,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-58-jf 52-3.7,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231001,Andre5235,528231001-Andre5235,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-76-3.1,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,Andre5235,528231002-Andre5235,SEL-76-3.1 Døgnophold 18-22 årige,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-76-3.3,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,Andre5235,528231002-Andre5235,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-76-8,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,Andre5235,528231002-Andre5235,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-52-3.7,,,015010,Eget værelse,,528201005,Andre5235,528201005-Andre5235,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015176,Tolk,10%,5000,,SEL-52-3.7,,,015015,"Kommunale plejefamilier, vederlag",,645511002,030004,645511002-030004,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-58-jf 52-3.7,,,015010,Eget værelse,,528201005,Andre5235,528201005-Andre5235,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015101,Advokatbistand,10%,5000,,SEL-58-jf 52-3.7,,,015015,"Kommunale plejefamilier, vederlag",,528201007,010037,528201007-010037,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-76-3.1,,,015010,Eget værelse,,528201005,Andre5235,528201005-Andre5235,SEL-76-3.1 Døgnophold 18-22 årige,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-76-3.3,,,015010,Eget værelse,,528201005,Andre5235,528201005-Andre5235,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-76-8,,,015010,Eget værelse,,528201005,Andre5235,528201005-Andre5235,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-52-3.7,,,015015,"Kommunale plejefamilier, vederlag",,528221003,Andre5235,528221003-Andre5235,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-58-jf 52-3.7,,,015015,"Kommunale plejefamilier, vederlag",,528221003,Andre5235,528221003-Andre5235,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-76-3.1,,,015015,"Kommunale plejefamilier, vederlag",,528221003,Andre5235,528221003-Andre5235,SEL-76-3.1 Døgnophold 18-22 årige,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-76-3.3,,,015015,"Kommunale plejefamilier, vederlag",,528221003,Andre5235,528221003-Andre5235,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-76-8,,,015015,"Kommunale plejefamilier, vederlag",,528221003,Andre5235,528221003-Andre5235,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-76-a,,,015015,"Kommunale plejefamilier, vederlag",,528221003,Andre5235,528221003-Andre5235,SEL-76-a Opretholdelse af anbringelse i plejefamilie ud over det 18. år for unge,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-52-3.7,,,015019,Kost- og efterskoler,,528201004,Andre5235,528201004-Andre5235,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-58-jf 52-3.7,,,015019,Kost- og efterskoler,,528201004,Andre5235,528201004-Andre5235,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-76-3.1,,,015019,Kost- og efterskoler,,528201004,Andre5235,528201004-Andre5235,SEL-76-3.1 Døgnophold 18-22 årige,,,
015176,Tolk,10%,5000,,SEL-58-jf 52-3.7,,,015015,"Kommunale plejefamilier, vederlag",,645511002,030004,645511002-030004,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-76-3.3,,,015019,Kost- og efterskoler,,528201004,Andre5235,528201004-Andre5235,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-76-8,,,015019,Kost- og efterskoler,,528201004,Andre5235,528201004-Andre5235,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-52-3.7,,,015023,Netværksplejefamilier,,528221005,Andre5235,528221005-Andre5235,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-58-jf 52-3.7,,,015023,Netværksplejefamilier,,528221005,Andre5235,528221005-Andre5235,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-76-3.1,,,015023,Netværksplejefamilier,,528221005,Andre5235,528221005-Andre5235,SEL-76-3.1 Døgnophold 18-22 årige,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-76-3.3,,,015023,Netværksplejefamilier,,528221005,Andre5235,528221005-Andre5235,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-76-8,,,015023,Netværksplejefamilier,,528221005,Andre5235,528221005-Andre5235,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-52-3.7,,,015025,"Plejefamilier, vederlag",,528221001,Andre5235,528221001-Andre5235,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-58-jf 52-3.7,,,015025,"Plejefamilier, vederlag",,528221001,Andre5235,528221001-Andre5235,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-76-3.1,,,015025,"Plejefamilier, vederlag",,528221001,Andre5235,528221001-Andre5235,SEL-76-3.1 Døgnophold 18-22 årige,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-76-3.3,,,015025,"Plejefamilier, vederlag",,528221001,Andre5235,528221001-Andre5235,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015176,Tolk,10%,5000,,SEL-76-3.1,,,015015,"Kommunale plejefamilier, vederlag",,645511002,030004,645511002-030004,SEL-76-3.1 Døgnophold 18-22 årige,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-76-8,,,015025,"Plejefamilier, vederlag",,528221001,Andre5235,528221001-Andre5235,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-76-a,,,015025,"Plejefamilier, vederlag",,528221001,Andre5235,528221001-Andre5235,SEL-76-a Opretholdelse af anbringelse i plejefamilie ud over det 18. år for unge,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-52-3.7,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,Andre5235,528241999-Andre5235,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-58-jf 52-3.7,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,Andre5235,528241999-Andre5235,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-76-3.1,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,Andre5235,528241999-Andre5235,SEL-76-3.1 Døgnophold 18-22 årige,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-76-3.3,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,Andre5235,528241999-Andre5235,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-76-8,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,Andre5235,528241999-Andre5235,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-52-3.7,,,015031,Soc.pæd. opholdssteder,,528201003,Andre5235,528201003-Andre5235,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-58-jf 52-3.7,,,015031,Soc.pæd. opholdssteder,,528201003,Andre5235,528201003-Andre5235,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-76-3.1,,,015031,Soc.pæd. opholdssteder,,528201003,Andre5235,528201003-Andre5235,SEL-76-3.1 Døgnophold 18-22 årige,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-76-3.3,,,015101,Advokatbistand,,528201003,Andre5235,528201003-Andre5235,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015176,Tolk,10%,5000,,SEL-76-3.3,,,015015,"Kommunale plejefamilier, vederlag",,645511002,030004,645511002-030004,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015107,Andre indsatser vedr. Aflastning,10%,5000,,SEL-76-8,,,015031,Soc.pæd. opholdssteder,,528201003,Andre5235,528201003-Andre5235,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-52-3.7,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,Andre5237,528231001-Andre5237,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-58-jf 52-3.7,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,Andre5237,528231001-Andre5237,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-3.1,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,Andre5237,528231001-Andre5237,SEL-76-3.1 Døgnophold 18-22 årige,,,
